"year";"canton";"value";"parameter";"forest_owner";"source"
"1979";"Basel-Landschaft";"11409,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Basel-Stadt";"111,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Basel-Stadt";"1131,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Bern";"75725,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Bern";"75564,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Fribourg";"12409,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Fribourg";"21983,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Genève";"1394,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Genève";"1138,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Glarus";"1646,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Glarus";"12697,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Graubünden";"14201,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Graubünden";"124150,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Jura";"7142,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Jura";"23895,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Luzern";"25812,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Luzern";"11021,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Neuchâtel";"11377,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Neuchâtel";"14982,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Nidwalden";"2497,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Nidwalden";"4595,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Obwalden";"1634,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Obwalden";"13774,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Schaffhausen";"1964,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Schaffhausen";"10415,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Schwyz";"5354,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Schwyz";"17971,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Solothurn";"6050,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Solothurn";"23448,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"St. Gallen";"18323,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"St. Gallen";"28128,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Thurgau";"10307,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Thurgau";"8387,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Ticino";"25175,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Ticino";"67336,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Uri";"1382,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Uri";"11251,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Valais";"9157,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Valais";"76253,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Vaud";"25125,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Vaud";"60687,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Zug";"1766,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Zug";"3993,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Zürich";"23214,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1979";"Zürich";"24459,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Aargau";"9672,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Aargau";"37557,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Appenzell Ausserrhoden";"4462,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Appenzell Ausserrhoden";"1465,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Appenzell Innerrhoden";"3100,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Appenzell Innerrhoden";"1686,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Basel-Landschaft";"3377,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Basel-Landschaft";"11357,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Basel-Stadt";"111,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Basel-Stadt";"1130,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Bern";"77941,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Bern";"75823,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Fribourg";"12408,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Fribourg";"22074,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Genève";"1394,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Genève";"1138,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Glarus";"1646,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Glarus";"12709,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Graubünden";"14374,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Graubünden";"123749,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Jura";"7170,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Jura";"24060,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Luzern";"25775,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Luzern";"11113,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Neuchâtel";"11758,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Neuchâtel";"15048,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Nidwalden";"2480,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Nidwalden";"4595,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Obwalden";"1634,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Obwalden";"13774,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Schaffhausen";"1968,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Schaffhausen";"10418,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Schwyz";"5354,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Schwyz";"18102,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Solothurn";"6574,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Solothurn";"23376,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"St. Gallen";"18311,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"St. Gallen";"28479,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Thurgau";"10250,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Thurgau";"8396,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Ticino";"24479,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Ticino";"67704,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Uri";"1382,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Uri";"11251,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Valais";"8984,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Valais";"76763,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Vaud";"21394,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Vaud";"61917,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Zug";"1766,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Zug";"3964,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Zürich";"23592,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1980";"Zürich";"24523,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Aargau";"9709,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Aargau";"37614,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Appenzell Ausserrhoden";"4462,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Appenzell Ausserrhoden";"1436,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Appenzell Innerrhoden";"3100,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Appenzell Innerrhoden";"1686,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Basel-Landschaft";"3375,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Basel-Landschaft";"11356,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Basel-Stadt";"104,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Basel-Stadt";"1130,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Bern";"79246,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Bern";"76358,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Fribourg";"12408,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Fribourg";"22163,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Genève";"1380,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Genève";"1152,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Glarus";"1646,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Glarus";"12531,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Graubünden";"14013,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Graubünden";"124097,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Jura";"7142,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Jura";"24108,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Luzern";"26642,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Luzern";"11163,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Neuchâtel";"11726,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Neuchâtel";"15044,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Nidwalden";"2480,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Nidwalden";"4595,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Obwalden";"2187,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Obwalden";"13330,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Schaffhausen";"1968,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Schaffhausen";"10419,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Schwyz";"5352,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Schwyz";"18142,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Solothurn";"6651,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Solothurn";"23395,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"St. Gallen";"18368,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"St. Gallen";"28539,000000000000";"forest: area";"public";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
"1981";"Thurgau";"10272,000000000000";"forest: area";"private";"Federal Statistical Office: https://www.pxweb.bfs.admin.ch/pxweb/en/px-x-0703010000_101/px-x-0703010000_101/px-x-0703010000_101.px"
